listing_id,neighbourhood,dist_zone,price_eur,occ_days,rev_est,compliance_status,risk_level,risk_reason,regularisable,investor_recommendation,top_citation,top_doc_title,similarity_score
1096365508232984191,ΚΥΨΕΛΗ,near_1_3km,122.0,66.0,8052.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
1110932866418695294,ΕΛΛΗΝΟΡΩΣΩΝ,mid_3_5km,39.0,66.0,2574.0,UNLICENSED,LOW,Lower enforcement priority. Standard due diligence recommended.,True,LOW PRIORITY. Peripheral unlicensed listing. Standard compliance due diligence recommended before acquisition.,Law 4276/2014 amended · Greek Tax Authority (AADE),AMA violation penalties,0.6615
1184526255739420035,ΝΙΡΒΑΝΑ,mid_3_5km,80.0,66.0,5280.0,UNLICENSED,LOW,Lower enforcement priority. Standard due diligence recommended.,True,LOW PRIORITY. Peripheral unlicensed listing. Standard compliance due diligence recommended before acquisition.,Law 4276/2014 amended · Greek Tax Authority (AADE),AMA violation penalties,0.6615
1240642344071318071,ΑΚΡΟΠΟΛΗ,near_1_3km,150.0,66.0,9900.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
1241835969852081216,ΠΑΓΚΡΑΤΙ,near_1_3km,70.0,66.0,4620.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
1303683724688719794,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,near_1_3km,485.0,66.0,32010.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
1303691483193598006,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,near_1_3km,384.0,66.0,25344.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
1304143525981834906,ΠΑΓΚΡΑΤΙ,near_1_3km,115.0,66.0,7590.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
1307332484156287163,ΠΑΓΚΡΑΤΙ,near_1_3km,129.0,66.0,8514.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
1314270567531650974,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,centre_0_1km,128.0,54.0,6912.0,UNLICENSED,HIGH,Cannot regularise (AMA freeze Dec 2024). Enforcement removal imminent. Do not acquire — monitor for demand redistribution to compliant neighbours.,False,"DO NOT ACQUIRE. Unlicensed in AMA freeze zone — no path to regularisation. Acquisition risk: EUR 5,000-50,000 fine + forced removal. OPPORTUNITY: acquire AMA-registered neighbours who will benefit from this listing's eventual enforcement removal.",ARIA Investment Strategy · Phase 2 + Phase 5 synthesis,Investor strategy — compliance as competitive moat,0.5914
1366710267725759499,ΠΕΤΡΑΛΩΝΑ,near_1_3km,81.0,66.0,5346.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
1389816469846036646,ΝΕΟΣ ΚΟΣΜΟΣ,near_1_3km,51.0,66.0,3366.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
1405798438496365080,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,centre_0_1km,114.0,66.0,7524.0,UNLICENSED,HIGH,Cannot regularise (AMA freeze Dec 2024). Enforcement removal imminent. Do not acquire — monitor for demand redistribution to compliant neighbours.,False,"DO NOT ACQUIRE. Unlicensed in AMA freeze zone — no path to regularisation. Acquisition risk: EUR 5,000-50,000 fine + forced removal. OPPORTUNITY: acquire AMA-registered neighbours who will benefit from this listing's eventual enforcement removal.",ARIA Investment Strategy · Phase 2 + Phase 5 synthesis,Investor strategy — compliance as competitive moat,0.5914
1423280134068593596,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,near_1_3km,51.0,66.0,3366.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
1465980225432661134,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,near_1_3km,302.0,66.0,19932.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
1478065760632527156,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,centre_0_1km,133.0,66.0,8778.0,UNLICENSED,HIGH,Cannot regularise (AMA freeze Dec 2024). Enforcement removal imminent. Do not acquire — monitor for demand redistribution to compliant neighbours.,False,"DO NOT ACQUIRE. Unlicensed in AMA freeze zone — no path to regularisation. Acquisition risk: EUR 5,000-50,000 fine + forced removal. OPPORTUNITY: acquire AMA-registered neighbours who will benefit from this listing's eventual enforcement removal.",ARIA Investment Strategy · Phase 2 + Phase 5 synthesis,Investor strategy — compliance as competitive moat,0.5914
1504081102244522374,ΓΟΥΔΙ,near_1_3km,45.0,66.0,2970.0,UNLICENSED,MEDIUM,Regularisation possible (outside AMA freeze zone). Process takes 3-6 months. Verify building permit status before acquisition.,True,"MONITOR. Regularisation possible — verify building permit status. If permit is valid, AMA registration takes 3-6 months. Acquisition at discount may be viable post-regularisation.",ARIA Phase 1 EDA · IAB Athens Sept 2025,AMA compliance rate — Athens market context,0.732
